orderId,productName,price,category,boxHeight
ORD00102,"Palace Tri-Ferg Tee",29441.26,apparel,27
ORD00103,"Hot Wheels RLC",4571.42,collectibles,7
ORD00104,"New Balance 990",3973.51,shoes,8
ORD00105,"Comme des Garçons Shirt",878.7,apparel,27
ORD00106,"Samsonite Spinner",58810.59,bags,16
ORD00107,"Funko Pop Batman",7461.74,collectibles,32
ORD00108,"Nike Air Force 1 Low",12071.67,shoes,9
ORD00109,"Nike Air Force 1 Low",4920.04,shoes,14
ORD00110,"New Balance 574",5965.23,shoes,27
ORD00111,"Vans Slip-On",3912.07,shoes,9
ORD00112,"Chanel Classic Flap",37800.79,bags,22
ORD00113,"Onitsuka Tiger Mexico 66",4650.47,shoes,7
ORD00114,"Converse Chuck Taylor Low",14201.18,shoes,6
ORD00115,"Kipling City Bag",44582.52,bags,46
ORD00116,"Birkenstock Arizona",2887.23,shoes,8
ORD00117,"MCM Stark Backpack",18055.68,bags,14
ORD00118,"Nike Air Max 270",16107.61,shoes,27
ORD00119,"Adidas Stan Smith",6383,shoes,7
ORD00120,"One Piece Mega WCF",5886.11,collectibles,29
ORD00121,"Birkenstock Arizona",14854.98,shoes,11
ORD00122,"Acne Studios Face Patch",14302.17,apparel,16
ORD00123,"Samsonite Spinner",4151.39,bags,38
ORD00124,"Coach Tabby",59319.96,bags,18
ORD00125,"Stone Island Shadow Project",29396.26,apparel,8
ORD00126,"Salomon XT-6",16510.91,shoes,28
ORD00127,"Louis Vuitton Neverfull",62742.47,bags,22
ORD00128,"New Balance 574",24041.56,shoes,17
ORD00129,"Coach Tabby",56456.08,bags,27
ORD00130,"Acne Studios Face Patch",14073.98,apparel,8
ORD00131,"Nike Air Force 1 Low",911.78,shoes,12
ORD00132,"Prada Nylon Bag",3978.86,bags,17
ORD00133,"Comme des Garçons Shirt",5065.05,apparel,13
ORD00134,"Coach Tabby",43119.93,bags,25
ORD00135,"Converse Chuck Taylor High",1611.6,shoes,34
ORD00136,"Figma Link",9745.13,collectibles,11
ORD00137,"Bearbrick 400%",970.09,collectibles,21
ORD00138,"Longchamp Le Pliage",61712.09,bags,14
ORD00139,"Reebok Classic Leather",7189.05,shoes,17
ORD00140,"Salomon XT-6",24881.43,shoes,17
ORD00141,"Palace Tri-Ferg Tee",12935.2,apparel,10
ORD00142,"Bandai Ultraman Figure",11351.06,collectibles,32
ORD00143,"Kate Spade New York Bag",39476.45,bags,33
ORD00144,"Common Projects Achilles",14744.99,shoes,15
ORD00145,"Common Projects Achilles",14829.75,shoes,11
ORD00146,"Longchamp Le Pliage",35132.17,bags,47
ORD00147,"One Piece Mega WCF",14861.84,collectibles,22
ORD00148,"Fear of God Essentials",10337.29,apparel,13
ORD00149,"Vans Slip-On",10911.48,shoes,8
ORD00150,"Dragon Ball Statue",9737.5,collectibles,31
ORD00151,"Nendoroid Hatsune Miku",5643.47,collectibles,27
ORD00152,"Stone Island Shadow Project",19350.5,apparel,17
ORD00153,"Acne Studios Face Patch",27176.16,apparel,5
ORD00154,"A Bathing Ape Shark Hoodie",1543.41,apparel,17
ORD00155,"Palace Tri-Ferg Tee",23976.61,apparel,31
ORD00156,"Dragon Ball Statue",13003.67,collectibles,32
ORD00157,"Kipling City Bag",17261.63,bags,22
ORD00158,"One Piece Mega WCF",12409.68,collectibles,22
ORD00159,"Gucci GG Marmont",17460.26,bags,47
ORD00160,"Bandai Ultraman Figure",616.89,collectibles,21
ORD00161,"Nike Air Max 270",3628.47,shoes,28
ORD00162,"Converse Chuck Taylor High",10971.71,shoes,21
ORD00163,"Noah Core Logo Tee",3086.13,apparel,15
ORD00164,"Nendoroid Hatsune Miku",796.83,collectibles,8
ORD00165,"New Balance 990",11034.89,shoes,14
ORD00166,"Samsonite Spinner",51874.25,bags,25
ORD00167,"A Bathing Ape Shark Hoodie",17586.74,apparel,15
ORD00168,"Tamiya RC Car",12787.39,collectibles,17
ORD00169,"Fear of God Essentials",23498.24,apparel,16
ORD00170,"Longchamp Le Pliage",45780.54,bags,22
ORD00171,"Reebok Club C",6314.86,shoes,13
ORD00172,"Adidas Stan Smith",1370.4,shoes,11
ORD00173,"Nendoroid Hatsune Miku",10637.79,collectibles,18
ORD00174,"Comme des Garçons Shirt",12918.2,apparel,8
ORD00175,"Kate Spade New York Bag",77922.77,bags,29
ORD00176,"Louis Vuitton Neverfull",61295.95,bags,40
ORD00177,"Gundam RX-78-2 MG",2833.61,collectibles,23
ORD00178,"Nike Air Force 1 Low",1287.71,shoes,14
ORD00179,"Reebok Club C",10031.74,shoes,9
ORD00180,"Acne Studios Face Patch",7275.63,apparel,6
ORD00181,"Bandai Ultraman Figure",14851.96,collectibles,29
ORD00182,"Adidas Ultraboost 22",11749.18,shoes,17
ORD00183,"Palace Tri-Ferg Tee",17955.9,apparel,28
ORD00184,"Vans Old Skool High",3456.75,shoes,22
ORD00185,"Stüssy World Tour Tee",29309.41,apparel,13
ORD00186,"Nendoroid Hatsune Miku",10531.45,collectibles,16
ORD00187,"Converse Chuck Taylor High",22465.06,shoes,31
ORD00188,"Bearbrick 400%",10325.68,collectibles,24
ORD00189,"Vans Slip-On",3800.73,shoes,13
ORD00190,"One Piece Mega WCF",13786.7,collectibles,16
ORD00191,"Common Projects Achilles",5589.37,shoes,7
ORD00192,"Fear of God Essentials",13618.72,apparel,9
ORD00193,"Converse Chuck Taylor High",11867.42,shoes,29
ORD00194,"Funko Pop Batman",13639.5,collectibles,24
ORD00195,"Crocs Classic Clog",9562.09,shoes,6
ORD00196,"Longchamp Le Pliage",49908.03,bags,45
ORD00197,"Skechers Go Walk",8704.97,shoes,5
ORD00198,"New Balance 990",3851.43,shoes,11
ORD00199,"Bandai Ultraman Figure",2702.52,collectibles,16
ORD00200,"Reebok Club C",9099.97,shoes,12
ORD00201,"Birkenstock Arizona",8637.33,shoes,5
ORD00202,"Nike Air Force 1 Low",6456.25,shoes,7
ORD00203,"Onitsuka Tiger Mexico 66",5930.03,shoes,15
ORD00204,"Dragon Ball Statue",13097.57,collectibles,12
ORD00205,"Off-White Arrows Hoodie",25253.8,apparel,7
ORD00206,"Nike Air Max 270",6021.45,shoes,30
ORD00207,"Fjällräven Kånken",37867.83,bags,11
ORD00208,"New Balance 990",3302.34,shoes,11
ORD00209,"Nike Air Max 270",23795.81,shoes,30
ORD00210,"Louis Vuitton Neverfull",78807.06,bags,38
ORD00211,"Noah Core Logo Tee",14368.3,apparel,28
ORD00212,"Acne Studios Face Patch",21582.13,apparel,9
ORD00213,"Converse Chuck Taylor Low",12145.16,shoes,12
ORD00214,"A Bathing Ape Shark Hoodie",14155.44,apparel,18
ORD00215,"Salomon XT-6",5491.07,shoes,24
ORD00216,"Noah Core Logo Tee",8511.95,apparel,27
ORD00217,"Vans Old Skool High",18039.13,shoes,34
ORD00218,"Vans Slip-On",3232.41,shoes,6
ORD00219,"Figma Link",13248.13,collectibles,16
ORD00220,"Figma Link",8656.91,collectibles,25
ORD00221,"Adidas Ultraboost 22",17870.73,shoes,34
ORD00222,"Samsonite Spinner",53496.85,bags,10
ORD00223,"Tamiya RC Car",11218.56,collectibles,22
ORD00224,"Crocs Classic Clog",4445.17,shoes,15
ORD00225,"Noah Core Logo Tee",23135.41,apparel,11
ORD00226,"Skechers Go Walk",7428.4,shoes,9
ORD00227,"McFarlane Spawn Figure",10101.18,collectibles,19
ORD00228,"Puma Suede Classic",2516.5,shoes,7
ORD00229,"Common Projects Achilles",14250.08,shoes,15
ORD00230,"Jordan 1 Retro High",3095.33,shoes,25
ORD00231,"Adidas Stan Smith",11183.8,shoes,12
ORD00232,"Prada Nylon Bag",69214.74,bags,38
ORD00233,"Tamiya RC Car",14768.73,collectibles,7
ORD00234,"Longchamp Le Pliage",17515.74,bags,47
ORD00235,"Coach Tabby",28273.76,bags,25
ORD00236,"Samsonite Spinner",30043.81,bags,12
ORD00237,"Reebok Classic Leather",1914.34,shoes,25
ORD00238,"Louis Vuitton Neverfull",19342.76,bags,12
ORD00239,"Crocs Classic Clog",5155.3,shoes,10
ORD00240,"Bearbrick 400%",5895.78,collectibles,19
ORD00241,"McFarlane Spawn Figure",11208.73,collectibles,18
ORD00242,"Gucci GG Marmont",56551.21,bags,41
ORD00243,"Coach Tabby",62660.96,bags,42
ORD00244,"Funko Pop Batman",13929.52,collectibles,18
ORD00245,"Stone Island Shadow Project",18427.81,apparel,19
ORD00246,"New Balance 990",8359.15,shoes,5
ORD00247,"Fjällräven Kånken",77224.7,bags,31
ORD00248,"Coach Tabby",51122.16,bags,13
ORD00249,"Hoka Clifton 9",23031.55,shoes,39
ORD00250,"Figma Link",1281.96,collectibles,5
ORD00251,"Salomon XT-6",14252.38,shoes,17
ORD00252,"New Balance 574",5616.46,shoes,36
ORD00253,"Hot Wheels RLC",3692.65,collectibles,21
ORD00254,"Reebok Classic Leather",5842.83,shoes,31
ORD00255,"Fjällräven Kånken",1859.26,bags,43
ORD00256,"Kate Spade New York Bag",43466.18,bags,20
ORD00257,"Nike Air Force 1 Low",8123.52,shoes,8
ORD00258,"MCM Stark Backpack",49970.48,bags,24
ORD00259,"Noah Core Logo Tee",26158.23,apparel,29
ORD00260,"Vans Slip-On",12570.34,shoes,15
ORD00261,"Fjällräven Kånken",44160.86,bags,38
ORD00262,"Converse Chuck Taylor High",14151.17,shoes,27
ORD00263,"Tamiya RC Car",3132.13,collectibles,14
ORD00264,"Supreme Box Logo Tee",11930.74,apparel,21
ORD00265,"New Balance 574",1521.25,shoes,32
ORD00266,"Nike Air Force 1 Low",9446.11,shoes,11
ORD00267,"A Bathing Ape Shark Hoodie",9133.24,apparel,12
ORD00268,"Gucci GG Marmont",55418.27,bags,40
ORD00269,"Birkenstock Arizona",5892.07,shoes,12
ORD00270,"Nike Air Force 1 Low",5665.14,shoes,6
ORD00271,"Acne Studios Face Patch",13964.79,apparel,17
ORD00272,"Puma Suede Classic",4711.7,shoes,13
ORD00273,"Gucci GG Marmont",28508.08,bags,36
ORD00274,"Kate Spade New York Bag",67813.65,bags,31
ORD00275,"Kipling City Bag",21568.17,bags,11
ORD00276,"One Piece Mega WCF",13680.73,collectibles,31
ORD00277,"One Piece Mega WCF",13656.68,collectibles,16
ORD00278,"Bandai Ultraman Figure",14565.83,collectibles,20
ORD00279,"Skechers Go Walk",5190.54,shoes,7
ORD00280,"Acne Studios Face Patch",27675.17,apparel,5
ORD00281,"MCM Stark Backpack",47028.04,bags,10
ORD00282,"Samsonite Spinner",3437.92,bags,10
ORD00283,"Vans Old Skool High",20681.76,shoes,16
ORD00284,"Palace Tri-Ferg Tee",5907.44,apparel,28
ORD00285,"Puma RS-X",18837.33,shoes,33
ORD00286,"Fear of God Essentials",3566.94,apparel,19
ORD00287,"New Balance 574",14472.65,shoes,37
ORD00288,"Samsonite Spinner",8478.63,bags,44
ORD00289,"Funko Pop Batman",14285.9,collectibles,11
ORD00290,"Vans Old Skool High",8528.26,shoes,22
ORD00291,"Salomon XT-6",3472.85,shoes,31
ORD00292,"Adidas Stan Smith",14934.47,shoes,13
ORD00293,"New Balance 990",812.71,shoes,7
ORD00294,"Hot Wheels RLC",10162.07,collectibles,17
ORD00295,"Adidas Ultraboost 22",23186.27,shoes,33
ORD00296,"Kipling City Bag",44513.36,bags,34
ORD00297,"Adidas Ultraboost 22",23590.34,shoes,23
ORD00298,"Adidas Stan Smith",2070.73,shoes,6
ORD00299,"Palace Tri-Ferg Tee",5622.89,apparel,15
ORD00300,"Reebok Classic Leather",19891.71,shoes,34
ORD00301,"Reebok Classic Leather",5382.33,shoes,32
ORD00302,"Tamiya RC Car",2123.34,collectibles,28
ORD00303,"Stüssy World Tour Tee",8887.92,apparel,21
ORD00304,"Reebok Classic Leather",24856.18,shoes,18
ORD00305,"Vans Slip-On",14051.54,shoes,10
ORD00306,"Nike Air Force 1 Low",10556.23,shoes,12
ORD00307,"Jordan 1 Retro High",2591.24,shoes,18
ORD00308,"Kipling City Bag",22196.75,bags,41
ORD00309,"Hot Wheels RLC",3644.31,collectibles,9
ORD00310,"Onitsuka Tiger Mexico 66",11257.94,shoes,9
ORD00311,"Puma RS-X",11818.47,shoes,38
ORD00312,"Funko Pop Batman",4748.63,collectibles,31
ORD00313,"Fjällräven Kånken",4772.68,bags,47
ORD00314,"Noah Core Logo Tee",12104.43,apparel,11
ORD00315,"A Bathing Ape Shark Hoodie",20316.58,apparel,31
ORD00316,"A Bathing Ape Shark Hoodie",24433.23,apparel,12
ORD00317,"Bearbrick 400%",8920.51,collectibles,9
ORD00318,"Gundam RX-78-2 MG",4026.19,collectibles,13
ORD00319,"Fear of God Essentials",1004.09,apparel,5
ORD00320,"Figma Link",552.12,collectibles,10
ORD00321,"Reebok Classic Leather",21412.98,shoes,27
ORD00322,"Hoka Clifton 9",18697.34,shoes,31
ORD00323,"Nike Air Force 1 Low",14945.88,shoes,15
ORD00324,"LEGO Creator Expert",14210.26,collectibles,10
ORD00325,"Puma Suede Classic",5049.03,shoes,6
ORD00326,"Crocs Classic Clog",9929.34,shoes,10
ORD00327,"Reebok Classic Leather",8768.65,shoes,36
ORD00328,"A Bathing Ape Shark Hoodie",25020.75,apparel,25
ORD00329,"New Balance 990",2922.72,shoes,15
ORD00330,"Comme des Garçons Shirt",5486.96,apparel,27
ORD00331,"Nike Air Max 270",18653.89,shoes,16
ORD00332,"Vans Old Skool High",19439.96,shoes,22
ORD00333,"One Piece Mega WCF",939.07,collectibles,15
ORD00334,"Supreme Box Logo Tee",738.43,apparel,21
ORD00335,"One Piece Mega WCF",7163.73,collectibles,11
ORD00336,"Stüssy World Tour Tee",26437.74,apparel,24
ORD00337,"Nendoroid Hatsune Miku",5978.09,collectibles,23
ORD00338,"Bandai Ultraman Figure",2060.32,collectibles,19
ORD00339,"Bearbrick 400%",5910.92,collectibles,14
ORD00340,"Converse Chuck Taylor Low",2346.5,shoes,15
ORD00341,"Stüssy World Tour Tee",21216.25,apparel,12
ORD00342,"Kipling City Bag",40343.41,bags,34
ORD00343,"Tumi Alpha Backpack",62849.59,bags,40
ORD00344,"Converse Chuck Taylor High",20352.73,shoes,31
ORD00345,"Kate Spade New York Bag",64684.91,bags,10
ORD00346,"Jordan 1 Retro High",7323.65,shoes,29
ORD00347,"Kith Box Logo",17723.99,apparel,25
ORD00348,"Dragon Ball Statue",9076.36,collectibles,7
ORD00349,"Acne Studios Face Patch",14550.03,apparel,7
ORD00350,"Salomon XT-6",15343.85,shoes,31
ORD00351,"Jordan 1 Retro High",23337.3,shoes,32
ORD00352,"Stone Island Shadow Project",5192.78,apparel,30
ORD00353,"Noah Core Logo Tee",10795.77,apparel,28
ORD00354,"Kate Spade New York Bag",37451.08,bags,39
ORD00355,"Acne Studios Face Patch",18533.81,apparel,15
ORD00356,"Nike Air Max 270",7741.75,shoes,19
ORD00357,"Nike Air Force 1 Low",13180.83,shoes,12
ORD00358,"Puma RS-X",24153.22,shoes,39
ORD00359,"Stüssy World Tour Tee",10359.83,apparel,20
ORD00360,"Vans Old Skool High",12658.84,shoes,30
ORD00361,"Kipling City Bag",23046.17,bags,32
ORD00362,"Tumi Alpha Backpack",44417.45,bags,42
ORD00363,"Longchamp Le Pliage",69338.73,bags,11
ORD00364,"Jordan 1 Retro High",10121.96,shoes,22
ORD00365,"Stone Island Shadow Project",23050.03,apparel,31
ORD00366,"Common Projects Achilles",3905.39,shoes,8
ORD00367,"New Balance 990",6220.17,shoes,15
ORD00368,"Reebok Club C",5069.52,shoes,11
ORD00369,"Tumi Alpha Backpack",69750.56,bags,25
ORD00370,"Crocs Classic Clog",3898.86,shoes,12
ORD00371,"Kith Box Logo",17349.82,apparel,21
ORD00372,"Vans Old Skool High",23343.57,shoes,36
ORD00373,"Gundam RX-78-2 MG",1554.63,collectibles,25
ORD00374,"Fear of God Essentials",16590.79,apparel,32
ORD00375,"Adidas Stan Smith",10967.34,shoes,5
ORD00376,"Palace Tri-Ferg Tee",25733.94,apparel,9
ORD00377,"Jordan 1 Retro High",18597.54,shoes,40
ORD00378,"Chanel Classic Flap",30785.65,bags,30
ORD00379,"Off-White Arrows Hoodie",17157.39,apparel,22
ORD00380,"Tamiya RC Car",13199.83,collectibles,11
ORD00381,"LEGO Creator Expert",9511.26,collectibles,24
ORD00382,"MCM Stark Backpack",29618.54,bags,24
ORD00383,"Nike Air Max 270",18202.56,shoes,22
ORD00384,"Comme des Garçons Shirt",9872.67,apparel,21
ORD00385,"Coach Tabby",56831.28,bags,27
ORD00386,"Puma Suede Classic",10194.88,shoes,9
ORD00387,"Samsonite Spinner",73957.74,bags,32
ORD00388,"Adidas Ultraboost 22",2720.6,shoes,18
ORD00389,"Hot Wheels RLC",13733.27,collectibles,15
ORD00390,"Kipling City Bag",23948.58,bags,27
ORD00391,"Tumi Alpha Backpack",72211.21,bags,25
ORD00392,"Acne Studios Face Patch",5008.71,apparel,31
ORD00393,"Converse Chuck Taylor High",23294.2,shoes,28
ORD00394,"Hoka Clifton 9",18426.02,shoes,35
ORD00395,"Puma Suede Classic",13765.31,shoes,9
ORD00396,"Longchamp Le Pliage",22504.67,bags,37
ORD00397,"Converse Chuck Taylor Low",10793.64,shoes,5
ORD00398,"Adidas Ultraboost 22",5891.99,shoes,25
ORD00399,"Salomon XT-6",9969.32,shoes,30
ORD00400,"Converse Chuck Taylor High",20228.51,shoes,25
ORD00401,"Bandai Ultraman Figure",9567.53,collectibles,31
ORD00402,"Adidas Stan Smith",8897.29,shoes,5
ORD00403,"A Bathing Ape Shark Hoodie",3848.09,apparel,21
ORD00404,"New Balance 990",11866.06,shoes,12
ORD00405,"Adidas Ultraboost 22",1811.15,shoes,16
ORD00406,"Stone Island Shadow Project",14520.34,apparel,7
ORD00407,"Bearbrick 400%",897.2,collectibles,21
ORD00408,"Stone Island Shadow Project",6281.45,apparel,10
ORD00409,"Louis Vuitton Neverfull",49776.36,bags,42
ORD00410,"One Piece Mega WCF",9734.56,collectibles,28
ORD00411,"Reebok Club C",6347.5,shoes,14
ORD00412,"New Balance 574",12095.58,shoes,25
ORD00413,"Puma Suede Classic",14021.87,shoes,11
ORD00414,"Adidas Ultraboost 22",14279.41,shoes,26
ORD00415,"New Balance 574",17698.01,shoes,21
ORD00416,"Puma RS-X",15598.04,shoes,20
ORD00417,"Vans Slip-On",3670.17,shoes,14
ORD00418,"Tumi Alpha Backpack",55123.05,bags,30
ORD00419,"Crocs Classic Clog",8007.15,shoes,5
ORD00420,"Gundam RX-78-2 MG",7812.53,collectibles,7
ORD00421,"Stone Island Shadow Project",26891.43,apparel,23
ORD00422,"Tumi Alpha Backpack",4910.18,bags,49
ORD00423,"One Piece Mega WCF",8352.04,collectibles,20
ORD00424,"Stone Island Shadow Project",1111.02,apparel,6
ORD00425,"Common Projects Achilles",14262.56,shoes,6
ORD00426,"Adidas Ultraboost 22",9384.88,shoes,17
ORD00427,"Puma RS-X",19620.57,shoes,18
ORD00428,"A Bathing Ape Shark Hoodie",4221.9,apparel,14
ORD00429,"McFarlane Spawn Figure",4672.61,collectibles,10
ORD00430,"Converse Chuck Taylor Low",10783.18,shoes,15
ORD00431,"Supreme Box Logo Tee",26359.35,apparel,24
ORD00432,"Vans Old Skool High",13307.96,shoes,20
ORD00433,"Hot Wheels RLC",4314.05,collectibles,16
ORD00434,"Nike Air Force 1 Low",12723.26,shoes,9
ORD00435,"Comme des Garçons Shirt",3352.36,apparel,5
ORD00436,"Hot Wheels RLC",4702.4,collectibles,29
ORD00437,"Bearbrick 400%",7484.2,collectibles,24
ORD00438,"Adidas Stan Smith",8708.85,shoes,8
ORD00439,"Stone Island Shadow Project",637.02,apparel,30
ORD00440,"Figma Link",6442.45,collectibles,22
ORD00441,"Comme des Garçons Shirt",19389.82,apparel,15
ORD00442,"Kith Box Logo",24098.78,apparel,12
ORD00443,"Adidas Stan Smith",897.77,shoes,11
ORD00444,"Reebok Classic Leather",13123.63,shoes,19
ORD00445,"Puma RS-X",14149.08,shoes,39
ORD00446,"Vans Slip-On",8944.34,shoes,10
ORD00447,"Onitsuka Tiger Mexico 66",4209.36,shoes,7
ORD00448,"Reebok Classic Leather",3906.17,shoes,19
ORD00449,"Salomon XT-6",7237.92,shoes,20
ORD00450,"Acne Studios Face Patch",9136.56,apparel,12
ORD00451,"Dragon Ball Statue",2565.5,collectibles,22
ORD00452,"New Balance 574",21918.26,shoes,35
ORD00453,"Comme des Garçons Shirt",28172.79,apparel,18
ORD00454,"Vans Slip-On",3982.99,shoes,12
ORD00455,"Converse Chuck Taylor High",7085.87,shoes,24
ORD00456,"Nendoroid Hatsune Miku",4274.61,collectibles,25
ORD00457,"Salomon XT-6",16760.27,shoes,20
ORD00458,"Adidas Ultraboost 22",20290.89,shoes,28
ORD00459,"Converse Chuck Taylor Low",11086.26,shoes,15
ORD00460,"Tamiya RC Car",1324.42,collectibles,13
ORD00461,"Hot Wheels RLC",930.7,collectibles,22
ORD00462,"Supreme Box Logo Tee",11828.47,apparel,6
ORD00463,"Hoka Clifton 9",13616.86,shoes,18
ORD00464,"Salomon XT-6",14662.39,shoes,28
ORD00465,"Prada Nylon Bag",68953.27,bags,30
ORD00466,"Converse Chuck Taylor High",5726.49,shoes,36
ORD00467,"Jordan 1 Retro High",8190.96,shoes,27
ORD00468,"A Bathing Ape Shark Hoodie",23899.65,apparel,31
ORD00469,"Kipling City Bag",40847.99,bags,30
ORD00470,"Reebok Club C",10561.23,shoes,9
ORD00471,"One Piece Mega WCF",7853.61,collectibles,13
ORD00472,"MCM Stark Backpack",77544.05,bags,29
ORD00473,"Common Projects Achilles",10557.11,shoes,12
ORD00474,"Common Projects Achilles",5487.1,shoes,10
ORD00475,"Longchamp Le Pliage",4993.85,bags,21
ORD00476,"Coach Tabby",8126.95,bags,25
